,example_id,query,query_id,product_id,product_locale,esci_label,small_version,large_version,split,product_title,product_description,product_bullet_point,product_brand,product_color
182871,531022,chromebook case,26132,B016VRHFDK,us,E,0,1,train,iColor Starry Ultra-Portable Neoprene Carrying Protective Case Sleeve Briefcase Pouch Bag Tote with Handle Fits 11.6 12 12.1 12.2 Inch Netbook / Laptop (IHB12-003),"iColor 12 inch Laptop Carrying Bag Sleeve,Made of 4.5mm Soft Neoprene Fabric,Protect Your Laptop from Scratching, Shock and Dust Same Print on Front and Back,Double Zipper Design Glides Smoothly and Allows Convenient Access to Your Laptop Computer Slim and Lightweight,Waterproof,Super Soft Handle,Easy to Carry Mashine Washable,Can be Repeated Cleaning, Easy to Dry. Never Fade Dimension: about 32cm(12.6 inch) x 24cm( 9.45 inch) X2cm; Compatible with:Compatible with: Most 11.6""/ 12""/ 12.1"" 12.2"" laptops","iColor 12 inch Laptop Carrying Bag Sleeve,Made of 4.5mm Soft Neoprene Fabric,Protect Your Laptop from Scratching, Shock and Dust Same Print on Front and Back,Double Zipper Design Glides Smoothly and Allows Convenient Access to Your Laptop Computer Slim and Lightweight,Waterproof,Super Soft Handle,Easy to Carry Mashine Washable,Can be Repeated Cleaning, Easy to Dry. Never Fade Dimension : About 32cm(12.6 inch) x 24cm( 9.45 inch) X2cm ;Compatible with : Most 11.6""/ 12""/ 12.1"" 12.2"" inch Netbooks / Laptops / Notebooks",icolor,IHB12-003
617364,1827310,silk pillowcase,93352,B07S92R46Y,us,E,0,1,train,"World's Softest, Smoothest, Natural 100% Silk Pillowcase for Hair & Skin, Machine Washable, 22 Momme Mulberry Silk, Both Sides (Standard, Natural White)","KEY HIGHLIGHTS: - Super soft luxury pillowcase crafted from 22 momme 100% mulberry silk - Perfect choice for healthy hair and skin - Cooling, and breathable - Silky smooth and lustrous finish with french charmeuse weave - Extra durable with 365 day limited warranty STANDARD PILLOW CASE 1 pillow case with hidden zip and reinforced stitching: 20x26 inches When it comes to bedding, there is nothing more luxurious than 100% natural mulberry silk. The cherry on top? It is super breathable, and anti-aging. Silk naturally boosts skin hydration, and tames frizz. Upgrade to silk and say goodbye to bed head and facial creases. Unlike satin, cotton or polyester pillow protectors it doesn't absorb moisture and is extremely gentle on your skin. These pillow encasements are simple to care for and maintain their luster and color after washing so your bed looks and feels great unlike ordinary silk pillowcases. The authentic mulberry silk is a natural temperature regulator and keeps excessive heat at bay. Our pure silk pillow cover comes with a zippered closure that's hidden and re-inforced edges so that your pillow stays put all night. An extravagant gift that comes in a classy box packaging that makes it perfect for several occassions. Send love and care to your family, friends or partners with our pure silk pillowcase that is available in range of colors to suit their personality. This durable pillow cover comes with a 30-night free trial and risk-free return in case they don't fall in love with the gift. Turn your everyday sleep into a refreshing beauty regime with our 100% organic, 6A Grade mulberry silk pillowcase.","100% SILK PILLOWCASE WITH A FRENCH CHARMEUSE WEAVE: Not all silk pillowcases are made equal. Our luxury mulberry silk pillowcase weighs 22 momme but that shouldn’t be the only factor you should consider while making the purchase. The French charmeuse weave is what makes us special — which ensures that our pillowcase never loses its shine or becomes dull even after several washes. Includes one standard silk pillowcase that measures 20"" L X 26"" W with hidden zipper closure GREAT FOR YOUR SKIN: Our organic silk pillowcase glides against the skin for a soft and silky feel. No matter how much you toss and turn, our silk pillowcase for hair and skin prevents facial lines from forming, and keeps wrinkles and aging at bay. Perfect for all types of skin, including sensitive skin FOR SMOOTH & BEAUTIFUL HAIR: Our real silk pillowcase reduces fizziness, split ends, tugging, breakage, and dryness to give you the most beautiful hair SUPER EASY TO WASH: Our 100% silk pillowcase can be washed in a machine owing to its perfect thickness and durability. Our 100% real silk pillowcase does not fade, wrinkle, or shrink, so you can use it for several years WARRANTY: Comes with 365-day limited warranty. Go on, try our pure silk pillowcase that is designed to give you the beauty sleep of your dreams, every night!",Sleep Mantra,Natural White
723267,2149871,waterproof mattress pad twin size,110153,B086X4N8BY,us,E,0,1,train,"Twin Quilted Fitted 100% Waterproof Mattress Protector, Breathable Soft Mattress Pad, Noiseless Mattress Cover Deep Pocket, Stretches Up to 21 Inches Bed Cover (Grey)","Are you still worried about sweat, urine, or other liquids staining your mattress? Don't worry now! SINSAY helps you protect your expensive mattress. The microfiber surface can quickly absorb liquids to ensure a comfortable feeling to your skin. The diamond sewing keeps the filling stay in place. TPU backing prevents any liquids from damage your mattress. The cotton filling extends the length between your body and the TPU layer, so the noise is lower than other brands. You do not worry about extra noise from the mattress protector when you sleep. Our mattress protector has six sizes: Twin (39""x75""), Twin XL(39""x80""), Full(54""x75""), Queen (60""x80""), King(76""x80""), California King(72""x84""), they all have a stretchable deep pocket to fit mattresses in 8-21"" in depth. So you don't have to worry about your mattress protector moving when you turn it over. You must pay attention to wash and dry at a low temperature, or it will damage your mattress protector. If you encounter any problems in use, you can contact us to solve them.","WATERPROOF MATTRESS PAD: The twin mattress pad has high-quality 100% waterproof TPU backing. The TPU membrane protects your mattress from sweat, urine, or other accidental leakages. No more embarrassment when accidents happen. Suitable for children, elderly, pregnant, etc. SOFT & QUILTED: The twin mattress waterproof pad combines high-density microfiber fabric and premium filling insides. The newest and hexagon quilted design is more supportive than other products. We have two color appearance for you to choose from. Enjoy a sweet and comfortable sleeping condition with our mattress protector. NOISELESS & BREATHABLE: Our twin waterproof mattress cover with an upgraded breathable surface, allows air vapors to circulate. It won't make any plastic crinkling sound and change the feel of the mattress when you sleep on it at night. The mattress cover will create a noiseless and peaceful sleep environment. The ideal choice for home, college, hotel, and more. DEEP POCKET DESIGN: Twin size 39x75 inches. Good quality elastic skirt and fitted sheet style design is suitable for 8''-21'' depth. Protects and holds your expensive mattress from top and sides tightly. No matter how you move, the 360° deep pocket design secures the mattress pad to stay in place and does not fall off. MACHINE WASHABLE: SINSAY mattress pad is machine washable and dry-able. Please wash with cold water, and tumble dry on low heat. Please avoid washing it with sharp objects or other color cloth to prolong the product life. Sinsay provides a 90-day refund & replacement with no question asked and 24 hour customer service for you.",SINSAY,Grey
54702,154285,adhesive tiles peel and stick,6623,B08PP2NZMD,us,E,0,1,train,"Art3d Subway Tiles Peel and Stick Backsplash (10 Tiles, Thicker Design)","Upgraded Version - Thicker, Stronger Adhesive, Bigger Size","THICKER VERSION - The Art3d upgrated version tile is 2-3 times thicker than ordinary peel & stick tile, 2mm-2.5mm each, durable and solid tile, unlike soft sticker tiles STRONGER ADHESIVE - The Art3d upgraded version tile is 3X stronger backing glue than ordinary vinyl backsplash tile, not only stick firmly to the smooth & clean surface, but also available on lightly textured wall SAFE & HEALTHY: The top of faux tile is PU gel and the bottom is PET material that does not emit dioxins. Most of the wall tile stickers in the market use epoxy resin material, which are smelly and will turn yellow over time. WATERPROOF & HEAT RESISTANT - Widely used in kitchen backsplash, kitchen island walls, bathroom backsplash, shower, fireplace, and installed behind the stove WHAT YOU GET: 10 sheets premium 12""x12"" thicker version self-adhesive tiles, installation guide, our worry-free 24-month warranty, and friendly customer service.",Art3d,White with Black Grout
242773,709102,drain for vessel sink without overflow,35295,B099DMRRSJ,us,E,0,1,train,"NearMoon Bathroom Pop up Drain, Brass Sink Drain Strainer for Bathroom Assembly Stopper Vessel Sink, Anti-Clogging (Without Overflow, Chrome Finish)","Bathroom Pop up Drain without Overflow, Brass Sink Drain Strainer for Bathroom Assembly Stopper Vessel Sink, Anti-Clogging","【PREMIUM MATERIAL】The pop up drain stopper is constructed of solid brass, which has strong wear resistance. And the tailpiece is made of 304 stainless steel with rustproof and durable. 【CRAFTSMANSHIP】Chrome finish surface treatment with a smooth surface will not fade, built to resist daily scratches and tarnishing. 【EASY INSTALLATION】The bathroom sink drain with thicken silica-gel gasket won’t leak. Fits all standard connectors. Easy to install. No drill and no need any tools. All required gaskets and brass mounting nut included. 【STYLISH FINISH】NearMoon bathroom sink drain has luxury and beautiful appearance, which brings a fashion and unique feeling to your washroom. 【BRAND ADVANTAGE】NearMoon has been committed to developing bathroom products for many years. Now is completed with extensive product lines, Better quality products, More favorable prices.",NearMoon,Chrome Finish
309961,906466,girl toy age 4,45480,B07YFGX53N,us,E,0,1,train,FUNZBO Flower Garden Building Toys for Girls - STEM Toy Gardening Pretend Gift for Kids - Stacking Game for Toddlers playset - Educational Activity for Preschool Children Age 3 4 5 6 7 Year Old Boys,"Do your kids love flowers? Do your kids love having their own little garden? Then FunzBo Build a Flower Garden Playset is the perfect toy for your young ones. No need to worry about your kids getting dirty. This the perfect indoor toy, your kids can do gardening all year round even in winter! With hundreds of flower arrangement combinations, your imagination is the limit. Lots of Assortment and Colors – Build a flower garden playset contains assorted types of flowers, stem, and leaves which are brightly colored. Designed to be visually pleasing and help children with flower parts recognition and color recognition. Creativity Stimulant – Manipulative toys are proven to enhance fine motor skills and help Stimulate that creativity and develop creative imagination which is a vital skill to have for a bright future. Help nurture the gift, bring out the creative genius in your child. Great Home Decoration – Add cuteness and color to your child’s bedrooms. With lots of arrangement combinations, you will be sure that you will be able to create the perfect home decoration that your child will surely love an adore. Easy to Clean – A clean toy keeps the children healthy and parent worry-free. And Toys that are easy to clean makes parents happy. So FunzBo Build A flower Garden Playset is made dishwasher friendly for hassle-free cleaning. Use Mild dishwashing soap. Environmentally Friendly – No harmful substances were added in this product. All the pieces are made from recycled materials to help do your part of saving the environment. This Flower toy is completely recyclable.","🌻【CREATIVITY ENHANCER】Greatly develop creativity and imagination in children when playing this manipulative toy flower playset 🌻【AMAZING VIBRANT COLORS】 Each piece of the flower toy set are colored vibrantly to help stimulate visual sense and color recognition. 🌻【SUPER FUN TO PLAY】With all the interchangeable pieces, girls can make hundreds of possible flower arrangements! 🌻【SAFE and STURDY】Designed to withstand playfulness of children and made from non-toxic child-friendly, high-quality materials 🌻【30 DAY RRISK-FREETRIAL】Full refund within 30 days. Bring this garden building set to surprise your kids today!",FUNZBO,Green
723272,2149880,waterproof mattress pad twin size,110153,B01E02DU6E,us,E,0,1,train,"Utopia Bedding Premium Bamboo Mattress Protector 340 GSM, Fits 15 Inches Deep, Easy Care (Twin)","We bring you luxury Waterproof Bamboo Mattress Protector at an affordable price. The Waterproof Bamboo Mattress Protector preserves and protects your mattress against spills. Cover features high-quality seam construction and waterproof fabric. Preserves and prolongs the life of your mattress. Easy care material that lasts. Elegant tailoring and deep pockets fit mattress up to 17"" inches deep. Waterproof. Machine wash on cold, Tumble dry on low.","MATTRESS PROTECTOR - Twin size mattress protector measures 39 x 75 inches - fits up to 15 inches deep; fitted cover style design with elastic all around SOFT AND BREATHABLE BAMBOO MATERIAL - Made of Premium 340 GSM bamboo, our mattress protector is highly breathable. The soft, smooth and cool surface further ensures that you enjoy a restful sleep all night long WATERPROOF - It keeps your mattress dry as it is waterproof; it provides durable construction. CARE INSTRUCTIONS - Machine wash cold or warm on gentle cycle; tumble dry low; do not iron; do not bleach; do not use fabric softener",Utopia Bedding,White
266290,785240,fabric storage bins,39114,B07PF3KBSY,us,E,0,1,train,"SHACO Durable Double Metal Handle Cloth Storage Cubes, Multiple-Color Foldable Cube Storage Bin(6 Packs)",,"Set of 6 cloth storage cubes for organizing and reducing home or office space. Material: Nonwoven polypropylene and cardboard. Each Cube was embossed with ROSE print. Elegant look for your room. Each fabric storage cube come with 2 metal handles for easy side in and pull out. It also come with a stabilized base. Durable, eye-catching and easy to use. Storage Cube Dimension: 10.5"" W x 11"" H x 10.5"" L. Warranty: If you have any problem on this product, pls feel free to let us know.",SHACO,Blue Green Grey
493106,1462471,northface baby,74369,B07M6CXBL2,us,E,0,1,train,"The North Face Infant OSO One-Piece, Windmill Blue, 3-6 Months","Introduce her to winter with the reliable warmth of this soft, high-pile fleece one-piece that features fold-over cuffs and an asymmetrical front that angles the zipper away from her face.","Elastane binding on sleeve, hood and leg opening Taffeta upper-sleeve lining for easy entry Super soft and cozy high-pile fleece Fold-over cuff mitts and leg hem Asymmetrical front zip",The North Face,Windmill Blue
180080,524566,chokers,25769,B01LZHA6ZV,us,E,0,1,train,BodyJ4You 24PC Choker Necklace Set Colorful Mix Stretch Elastic Jewelry Women Girl Kids Value Pack,"The choker’s association with the 90s has made the accessory the must-have piece of the season. Versatile and easy to wear , the choker can be an eye-catching feminine accessory for day and night. These styles enhance your neckline and add the perfect touch to any outfit. They come in a variety of colors and styles that are sure to fit many different tastes and age ranges. They are made from fine quality stretch plastic. Choker Sets are perfect for kids , teens , and adults . Great for retro-inspired outfits, gothic looks, and mock tattoo looks. These chokers are a great item for a birthday gift, party favors, or just a cute purchase for yourself! We strive to bring you the highest quality jewelry at unbeatable prices. This is why we are sure you will be more than satisfied with our services. Here at BodyJ4You we offer a specialized customer service team that is available seven days a week to answer any product questions before, during or after the purchase. If you’re not satisfied for any reason, you may return your unused item within 90 days of purchase.","VALUE PACK: 24 Pieces Choker Set Includes Fun Mix of Vibrant Neon Colors. Variety of Colors is Great Match for Any Occasion: School, Birthday, Wedding or Night Club Party. HOW TO WEAR: Simply Stretch Necklace to Wear, It Will Shrink Back to the Size of Your Neck. Necklaces Stretch up to 18 Inches (45cm). MATERIAL: Chokers Made of Soft Stretchy Plastic That Makes it Great Fit for Any Age: Kids, Teens and Adults. QUALITY: Made of High Quality Elastic Plastic, Non-Toxic and Odor-Free. Necklaces are Comfortable to Wear and Easy To Remove. SATISFACTION GUARANTEE: All BodyJ4You Items Are New And Unused. Guaranteed Satisfaction As We Offer 90 Day Money Back Guarantee.",BodyJ4You,Multicolor
512755,1524887,pantry food organization and storage,77600,B08Z88CX76,us,E,0,1,train,"Airtight Food Storage Containers with Lids,Lockcoo 2-Pack (196Oz+115Oz) Extra Large Tall BPA Free Plastic Food Storage Containers for Flour & Sugar-Kitchen & Pantry Organization with 24 Labels","Airtight Food Storage Containers with Lids,Lockcoo 2-Pack Extra Large Tall BPA Free Plastic Food Storage Containers for Flour & Sugar-Kitchen & Pantry Organization with 24 Labels(196Oz+115Oz)","【SECURE SEALING KEEP FOOD DRY & FRESH】 Adopt to special sealing mechanism with silicone gasket, you can open or close our plastic food containers safely by using only two fingers. These improved lids are made up of high impact resistant and durable ABS which means you don’t need to worry about the Lids breaking. Ensures maximum freshness and prolonged food storage easily, so you don't need to worry about your favorite foods turning stale anymore! 【STORING & ORGANIZING MADE EASIER】Lockcoo container set includes the big one is 5.8L/196Oz,the small one is 3.4L/115Oz which is the ideal size for a 5 lb bag of flour and sugar.Two capacities let you choose freely.You also can use them to store baking supplies, cheerios, oats, pasta, cereal, rice, flour, sugar, coffee, tea, snacks, nuts.Stackable design will make more efficient use of every inch of your home kitchen which enables you to get the kitchen organized and frees up space in the pan 【BPA FREE & FOOD GRADE MATERIAL】Lockcoo airtight food storage container set is made of thicken food-grade PP material which is BPA-free and fairly sturdy and nice looking. Clear containers make it convenient to see what’s inside. Chalkboard labels will help you never confuse flour with powdered sugar or baking powder with baking soda. The container body have been tested to be strong and durable enough for long-lasting use, conform to your high standards. 【EASY CLEANING AND SPACE SAVING DESIGN】 These flour and sugar containers have a stackable design for better storage organization and will save you a ton of space in your pantry, kitchen, cabinets or fridge. Our airtight storage containers are easy to clean, you can simply rinse them by hand with soap and water and they will be ready to use or safely wash them in a dishwasher. The silicon gasket inside the lids is detachable and can be washed separately. 【SUPERIOR BUNDLE】 Your Complete Bundle comes with 2 BPA-free Premium Airtight food storage containers with lids, a Chalkboard Marker & 24 BONUS Reusable Chalkboard Labels for you not to confuse look alike food products such as flour and powdered sugar.This set comes in a beautiful box which makes it an IDEAL GIFT for any family.",Lockcoo,Blue 2A
179151,520453,children should not use pool without adult supervision,25560,B09B6VQPNW,us,E,0,1,train,"2566 Metal Signs,Pool Warning Sign Children Should Not Use Pool Without Adult Supervision,8x12 in,Notice Sign Warning Sign and Logo Decoration","The interesting tinplate logo is well-made,high-quality,and perfect in size.Make people feel happy,stylish,beautiful and individual.Whenever you want to use it to decorate your place or remind others in a formal place,these tin paintings can play a huge role. The perfect size for eye-catching,suitable for decorative signs. The product has a wide range of uses In order to protect yourself or your family from accidents,warning signs can effectively convey instructions and safety warnings to others. Ensure that your information or description can attract people’s attention and gain people’s attention and respect.There are also different shapes and sizes to choose from,you can always find the one that suits you best! Each metal plate will be put into a bubble bag to prevent damage during transportation.There are 4 pre-drilled holes at the tinplate corners,which can be nailed to walls,pillars or fences for easy installation.The ideal wall decoration will make your home more atmospheric. Satisfactory service Quality service,so you have no worries.If you have any questions,please feel free to contact us,we will try our best to help you! Thank you for choosing!","Perfect size: 8x12 Inch (200x300 cm),12x16 Inch (300x400 cm) metal signs,suitable for decorative signs. Durable material: The decorative sign is made of high-quality tinplate metal,which is waterproof,soap-proof,mildew-proof,durable,and will not deform.Even after many years of indoor or outdoor use,it will remain as new. High quality: UV printing,with anti-corrosion,weather resistance,anti-rust properties,and does not fade.Whether in the sun,rain or other extreme weather,graphics and text can withstand the influence of various factors.(Note: Some old-fashioned metal signs are specially made with rust,which is not a quality problem) Professional design: very suitable for homes,courtyards and other occasions.Our logo has been carefully designed to look creative,simple and stylish,authoritative and easy to read.Of course,it is also a perfect gift for relatives and friends. Packaging and installation: Each metal plate will be put into a bubble bag to prevent damage during transportation.There are 4 pre-drilled holes in the tinplate corners,which can be nailed to walls,pillars or fences.Easy to install.",2566,Colour 9
589376,1748226,runners compression socks men,89145,B07SDM384X,us,E,0,1,train,"No Show Compression Socks for Men and Women (4 Pairs), Low Cut Running Ankle Socks with Arch Support for Plantar Fasciitis, Cyling, Athletic, Flight, Travel, Nurses","THE LATEST SERIES ANKLE COMPRESSION SOCKS PROMOTION, LIMITED-TIME DEAL “I tried these and they were amazing, the comfort and how thin they are but compresses on the areas of my sole that provides support is excellent. ” “Too soon to tell on just how much they will help my plantar fasciatis but it feels like they will do wonders! ” Style and Confidence on Your Feet Unlike normal short compression socks, PAPLUS compression socks low cut are designed with gradient compression. Our ankle length compression socks are engineered with the latest arch to below ankle compression technology, offering a targeted foot support. The results are a boost in circulation, delivering an enhanced oxygen blood flow keeping you going harder, for longer, and recovering faster. Features & Benefits: ♥Improved Blood Circulation, Recovery, and Performance. Stimulates blood flow and improves oxygen delivery to your feet. ♥Reduced Injury, Swelling, and Fatigue. Helps reduce injury and swelling – blood pooling and foot pain. ♥Superior Construction and Comfort. Lightweight premium nylon and spandex material provide the ideal fit with breathable material. Provides for full range of motion and joint flexibility. Keeps your feet dry. ♥Endless Uses. Pregnancy / Maternity - Walking - Jogging - Running - Yoga - Pilates - Soccer - Football - Basketball - Baseball - Ice Hockey - Field Hockey - Lacrosse Cycling - Triathletes - Hiking - Skiing - Crossfit - Field Sports - Nursing - Medical - Doctor - Hospitality - Construction - Retail - Dress - Travel ★100% Money Back Guarantee We are so confident that you will also be amazed with compression socks ankle, that we also give you the chance to get every penny back if you aren't! What are you waiting for? Take me home now","[MORE COMPRESSION FOR EXERCISE] COMPRESSION is proven to improve blood flow, move faster, react quicker and use less energy. Targeted compression zones provide varying levels of support from moderate to extra firm. These ankle compression socks are designed to promote blood circulation and oxygen flow preventing cramping, fatigue, swelling and helps in muscle recovery, plantar fasciitis [360 PROTECTION FOR YOUR FEET] The no show compression socks with 3d circular progressive pressure design provide you with permanent all-around protection, ensure your feet at the right angle to reduce sports injuries while providing ankle support [PREMIUM BREATHABLE MATERIA] Our low cut compression socks are made of comfortable breathable material with lightweight design. The fabric also helps keep your feel cool by sucking up all the sweat and moisture produced by your feet [FIT FOR ATHLETIC, TRAVEL & DAILY WEAR] Our compression running socks (15-20 mmHg) are recommended by doctors and preferred by trainers.Designed for everyday use and boost your performance for any sport activity, yoga, gym, cycling, running, walking, standing, travel, or just sitting on the couch [100% ""PERFECT FIT"" GUARANTEE] Your comfort is our passion! Use our size chart(the second picture) to choose the perfect fit. If you are not completely satisfied with your premium quality compression socks no show, return them for a full refund or replacement. No questions asked. We stand behind the quality of our compression low cut socks with excellent customer care and are confident you will LOVE your compression ankle socks",PAPLUS,Black+ Grey (4 Pairs)
512768,1524911,pantry food organization and storage,77600,B07RD2LKRW,us,E,0,1,train,"mDesign Large Plastic Food Packet Organizer Caddy for Fridge or Freezer- Storage for Kitchen, Pantry, Cabinet, Countertop - Spice Pouches, Dressing Mixes, Hot Chocolate, Rice, Taco Seasoning - Clear","The mDesign Large Packet Organizer is a great kitchen helper that can bring order to a cabinet, pantry or countertop. This storage bin is perfect for stashing dry food packets like soup, oatmeal, and sandwich mixes so you find what you need in a snap. Convenient and lightweight, this bin can be used all over the home, not just in the kitchen! It's easy to create the storage solution that works best for you - wherever you decide to use it!","STORE & ORGANIZE: Great for separating and organizing spice packets, seasoning pouches, dressing mixes, taco seasoning, sugar/sweetener packets, hot chocolate, tuna packets and small packages of nuts; Great for keeping cat and dog treats and food pouches organized; Use for small, individually packaged snack items for the kids; Organize all of your kitchen essentials COMPACT DESIGN: The compact design of this storage container easily fits into small or crowded kitchen cabinet and pantry shelves; The sloped design and 4 divided sections, makes it easy to see and grab what you need, right when you need it FUNCTIONAL & VERSATILE: These versatile storage organizers can be used in any room of the home - they are great for storing and organizing kitchen essentials, laundry supplies, office needs and much more; Use them on your desk to keep envelopes, letters, stationery and bills sorted and organized; Perfect for houses, apartments, condos, college dorm rooms, RVs, campers, and tiny homes QUALITY CONSTRUCTION: Made of durable BPA and Chlorine free shatter-resistant plastic; Food safe; Easy Care - clean with mild soap and water; Do not place in dishwasher THOUGHTFULLY SIZED: Measures 10.6"" x 5.1"" x 5.1"" high",mDesign,Clear
602300,1786095,scrubs for women,91206,B084Q7RSVK,us,E,0,1,train,Adar Pro Scrubs for Women - Ultimate Yoga Jogger Scrub Pants - P7104 - Navy - M,"About Us: Adar has been in the Medical Uniforms industry since 1971. We have over 45 years of experience in providing top of the line Medical Uniforms to medical professionals all over the globe with a wide variety of fashionable, professional & high performance medical work wear. Our uniforms are known for their exceptional quality, comfort & stylish designs. 4 Advanced Pockets: 2 Curved Patch Pockets 1 Zipped Cargo Pocket 1 Curved Back Pocket Specifications: Tailored Fit Skinny Jogger Leg Stretch Fabric For Limitless Motion Inseam 29"" Leg Opening 5"" Fabric Content: Performance Twill 74% Polyester 23% Rayon 3% Spandex Fabric Features: Super Soft Stretch Fabric Odor Resistant Wrinkle Resistant Easy Care Accurate Size Chart: Please refer to our images for an accurate size chart.","PROFESSIONAL: Our PRO Collection Scrub Uniforms Are The Ideal Selection For Any Fashionable Nurse, Dental Assistant, Med & Nursing Students, Doctors, Hospital Workers And All Other Occupations In The Medical Field. With This Collection Experience A Elegant & Presentable Look While Being Comfortable & Equipped For Work! FIT & COMFORT: Offering A Tailored Fit With A Super Soft Stretch Performance Twill Fabric For Ease Of Movement. Experience Elegance And Comfortability With Our Soft & Premium Fabric. Look And Feel Professional With Our Tailored Fit PRO Collection Uniform. DESIGN: Designed For A Specialized Healthcare Setting, Bringing Superior Functionality & Elegance, These Yoga Jogger Scrub Pants Come With A Flat Ribbed Elastic Yoga Waistband, Soft Stretch Outer Drawstring & Cuffed Ribbed Back Hem FEATURES: These Pants Come Equipped With 2 Roomy Curved Patch Pockets, 1 Zipped Cargo Pocket, 1 Curved Back Pocket. All Uniforms In This Collection Are Wrinkle & Odor Resistant. MATERIAL: All Of The Scrubs In This Collection Are Made From Premium Super Soft Stretch Fabrication And Are Odor & Wrinkle Resistant. Our PRO Collection Is Made For A Healthcare Environment Where Premium Tailored Attire Is Desired.",Adar Uniforms,Navy
436831,1284357,makeup brush bag without brushes,65117,B07Q6N4XR8,us,E,0,1,train,Makeup Brush Holder Travel Brushes Case Bag Cup Storage Dustproof for Women and Girls (Black),"❤ This makeup brushes cup is great for your make-up brushes for everyday storage, ease of use, as well as pefect size when you are travelling without worrying the brushes would be get damaged. ❤ It becomes two holders when it is open which you could get more storage use. I ❤ It holds several large face brushes and tons of eyebrushes, and snap shut.","✅ Fit around 15 brushes of medium to small size, like a couple of face brushes and several eye brushes. It certainly could hold more eye makeup brushes if they are small. ✅ Convenient to pack and carry all your makeup brushes in a compact but sturdy container when travelling without worrying that the brushes would be flattened by your other belongings. ✅ When at home, the brushes sit in one side of the two parts and are easily accessible. You could convert it into two holders for more storage. ✅ A lot of dust settles in the room, you need a makeup brush case to protect the brushes from dust. ✅ Made of PU leather with snap shut, size in 3.1""x3.1""x9"" / 8x8x23cm.",Narwey,Black
266291,785241,fabric storage bins,39114,B07TT1G6FC,us,E,0,1,train,"homyfort Foldable Cube Storage Bins 11x11 inches(8 Pack), Fabric Storage Bin Baskets Box Organizer with Labels and Dual Handles for Shelf Closet, Nursery, Blue","Foldable storage bins,Perfect storage solution,Easy to carry,Premium materials ,Two strong handles,Saving space-10.5""x10.5""x11"" Are you still fretting about how to sort and organize your clothes? -Homyfort foldable Storage cubes Perfect for organizing and cutting down on clutter ,can be used to store clothing ,underwear, socks, sweatshirts , toys, crafts and so on. -These fabric storage bins easily side in and pull out of cube shelves thanks to their 2 sturdy handles! Durable, eye-catching and easy to use, these Collapsible Storage Cubes are a great choice! -These Collapsible Storage Cubes have been specially designed to fit perfectly with their Storage Cube counterparts, together they form an unbeatable combination of color, organization, and style.","2 STURDY HANDLES-This Cubicle Fabric storage cubes comes with a sturdy handle on both the front and back side, making it convenient for you to pull out the bins from the shelves.Made from breathable non-woven Fabric . Dimension:10.5""x10.5""x11"". SPACE SAVING YOUR CABINET -Fits on the floor, on a closet shelf, bookshelf or desk .Drawer fold flat when not in use which helps you to use it more convenient with no worry. Breathable nonwoven material, protecting your things from dust and dump. PERFECT STORAGE SOLUTION - The storage bins for organizing and declutering any space. Perfect for organizing and cutting down on clutter ,can be used to store clothing ,underwear, socks, sweatshirts , toys, crafts and so on.v IDEAL FOLDING STORAGE CUBES -Good for folding and soft, big space to collect lots clothes. Keep in the kid’s room, family room, or any room in the house FOLDABLE AND ECO-FRIENDLY All our products can be folable and easy carrying. All the fabric we used are environmental. Please feel free to use.",homyfort,Blue
242777,709107,drain for vessel sink without overflow,35295,B07WS3CJ7G,us,E,0,1,train,"BESTILL Bathroom Vessel Sink Drain Stopper, Push Pop Up Drain Without Overflow, Oil Rubbed Bronze",SPECIFICATIONS Stopper Material: Brass Finish: Oil Rubbed Bronze Overflow: NO Drain Assembly Type: Spring Loaded Pop-Up Drain Cap Diameter: 2.6 inches (66mm) Diameter at Threaded Pipe: 1.6 inches (41mm) Drain Hole Size: 1.6 inches (41mm) Max. Sink Thickness: 1.97 inches (50mm) Diameter at Tailpiece: 1.2 inches (31mm) Please measure the drain hole of your sink before placing an order. Package Includes: Push Pop-up Drain x 1,"Solid Brass Construction Push Bathroom Faucet Sink Drain, Ensure Quality and Long Lifetime. Vessel Sink Drain Works with Sinks No Overflow, Drain Cap Diameter: 2.6"" (66mm). Bathroom Sink Drain Stopper Fits Sinks with Standard 1 5/8"" to 1 3/4"" Drain Hole. Oil Rubbed Bronze Pop Up Drain, Matches Delta/Moen/Kohler Oil Rubbed Bronze Bathroom Fixtures. Easy to Install, Make Sure the Vessel Sink Stopper Gaskets Are in the Right Position.",BESTILL,Oil-rubbed Bronze
